Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
200155,2020,01/29/2021,New Fairfield,6 BARNBROOK RD,126100.00,199900.00,0.6308,Vacant Land,,,,,
10024,2001,10/03/2001,New Britain,4 MADISON ST,52470.00,90000.00,0.583,,,,,,
200264,2020,06/10/2021,New Fairfield,10 BROOK DR,107500.00,240000.00,0.4479,Residential,Single Family,,,,
200145,2020,08/09/2021,New Hartford,82 NILES ROAD,238980.00,460000.00,0.5195,Residential,Single Family,,,,
200419,2020,02/04/2021,New Haven,769 DIXWELL AV,74200.00,190000.00,0.3905,Residential,Two Family,,,,
210618,2021,05/23/2022,Norwich,114 SHERATON LN,37400.00,100000.00,0.374,Residential,Condo,,,,POINT (-72.120742003 41.509616995)
10164,2001,07/17/2002,Somers,21 LOUBIER DR,201260.00,380000.00,0.529631579,,,,,,
210923,2021,08/24/2022,Norwich,5 ROBBINS CT,106400.00,175000.00,0.608,Residential,Two Family,,,,POINT (-72.071522964 41.525827009)
200953,2020,05/28/2021,New Haven,44 FRONT ST,64470.00,105000.00,0.614,Residential,Condo,,,,
201207,2020,07/21/2021,New Haven,40 TEMPLE CT # 40,368130.00,850000.00,0.433,Residential,Condo,,,,
201440,2020,09/15/2021,New Haven,889 CONGRESS AV,80150.00,214000.00,0.3745,Residential,Two Family,,,,
200176,2020,11/17/2020,New Haven,36 HARDING PL,35840.00,35000.00,1.024,Vacant Land,,,,,
200192,2020,11/20/2020,New Haven,459 BLATCHLEY AV,71150.00,170000.00,0.4185,Residential,Two Family,,,,
201176,2020,03/09/2021,New London,400 BANK ST UNIT 201,165550.00,191000.00,0.8667,Residential,Condo,,,,
220779,2022,06/23/2023,Milford,23 PEARL ST,254300.00,650000.00,0.3912,Residential,Single Family,,,,POINT (-73.065448037 41.201803)
220981,2022,09/29/2023,New Haven,748 QUINNIPIAC AV #11,123130.00,250000.00,0.4925,Residential,Condo,,,,POINT (-72.884489034 41.31024798)
20274,2020,01/08/2021,Newtown,16 SILVER BROOK LANE,419590.00,779000.00,0.5386,Residential,Single Family,,,,
21134,2021,01/31/2022,Plainfield,25 ROODE RD,266650.00,950000.00,0.2806,Industrial,,,,,POINT (-71.949970029 41.635752987)
21220,2021,05/03/2022,Plainfield,131 SQUAW ROCK RD,145570.00,355000.00,0.41,Residential,Single Family,,,,POINT (-71.888253992 41.72605102)
11187,2001,06/04/2002,Norwalk,12 NELSON AVE,167860.00,270000.00,0.621703704,,,1,,,
10144,2001,02/19/2002,Monroe,11 LAUREL DR,183470.00,357000.00,0.513921569,,,,,,
220103,2022,03/30/2023,Suffield,19 STRATTON FARMS RD,79310.00,115000.00,0.6896,Vacant Land,,,,,POINT (-72.755304041 42.007039991)
20742,2020,08/30/2021,Newtown,157 HANOVER ROAD,325640.00,508000.00,0.641,Residential,Single Family,,,,
20771,2020,09/16/2021,Newtown,3 SHORT HILL ROAD,451770.00,910000.00,0.496450549,Residential,Single Family,,RELOCATION CO.,,
21176,2021,03/09/2022,Plainville,180 S WASHINGTON ST,63840.00,360000.00,0.1773,Vacant Land,,,,,POINT (-72.874505014 41.659472013)
210047,2021,02/03/2022,Preston,153A ROUTE 12,151200.00,290000.00,0.5213,Residential,Single Family,,,,POINT (-72.061471973 41.47311498)
202281,2020,09/07/2021,North Haven,108 MULHOLLAND WAY,276010.00,443165.00,0.6228,Residential,Condo,,,,
220345,2022,02/21/2023,Torrington,114 WORKMAN AVE,72730.00,150000.00,0.4848,Commercial,,,,,POINT (-73.134693035 41.806775998)
10124,2001,10/23/2001,Stratford,1093 BARNUM AVE,200980.00,0.00,0,,,3,,,
201007,2020,03/22/2021,Norwalk,29 GREGORY BLVD,261800.00,450000.00,0.5817,Residential,Single Family,,3-47-5-0,,
21291,2021,05/05/2022,Ridgefield,5 STANDISH DR,445440.00,900000.00,0.4949,Residential,Single Family,,,,POINT (-73.469619971 41.286827014)
10336,2001,12/17/2001,Norwalk,16 ROCKMEADOW RD Q,81340.00,155000.00,0.524774194,,,,,,
202611,2020,07/06/2021,Norwalk,126 WASHINGTON ST UNIT R203,144380.00,217500.00,0.6638,Residential,Condo,,2-43-26-R203,,
10020,2001,10/02/2001,West Haven,84 WEST WALK,64050.00,130000.00,0.492692308,,,,,,
202876,2020,08/18/2021,Norwalk,17 HADIK PKWY,256270.00,355000.00,0.7218,Residential,Single Family,,5-77-41-0,,
11223,2001,07/19/2002,Stratford,70 AUO ST,96730.00,0.00,0,,,18,,,
10052,2001,07/02/2002,Morris,45 TROTTA LN,540.00,200000.00,0.0027,,,28,,,
200289,2020,11/23/2020,Norwalk,188 FLAX HILL RD UNIT B/6,173040.00,330000.00,0.5243,Residential,Condo,,2-48-42-B/6,,
220324,2022,04/26/2023,Wallingford,28 GEORGE ST,152500.00,390000.00,0.3910,Residential,Three Family,,,,POINT (-72.829340972 41.44998998)
220209,2022,12/22/2022,New Haven,545 ELLSWORTH AV,266070.00,390000.00,0.6822,Residential,Single Family,,,,POINT (-72.943520012 41.324899002)
200364,2020,01/20/2021,Norwich,44 NORWICH AVE #22,1100.00,1983200.00,0.0005,Vacant Land,,25 - Other,VACANT LAND W/ OUTBUILDINGS MULTI PARCEL SALE,,
200427,2020,02/05/2021,Norwich,287-291 MAIN ST,587600.00,939000.00,0.6257,Commercial,,,,,
200522,2020,03/04/2021,Norwich,49 WHITE PLAINS RD,174400.00,335000.00,0.5205,Residential,Single Family,,,,
10110,2001,03/27/2002,Thompson,THOMPSON RD,34300.00,5000.00,6.86,,,6,,,
200656,2020,04/30/2021,Norwich,112-116 MAIN ST,262300.00,352000.00,0.7451,Commercial,,,,,
10405,2001,07/25/2002,Stonington,24 W VINE ST,85440.00,19000.00,4.496842105,,,8,,,
220940,2022,04/06/2023,Waterbury,22 LISA COURT UNIT 5,32448.00,70000.00,0.4635,Residential,Condo,,,,POINT (-73.027556973 41.595491982)
11407,2001,05/07/2002,Stamford,27 NORTHILL ST,79730.00,210000.00,0.379666667,,,,,,
21075,2021,11/15/2021,Southbury,887 SOUTHFORD RD,251170.00,462500.00,0.543,Residential,Single Family,,,,POINT (-73.18041003 41.472002995)
10558,2001,07/09/2002,Newington,110 DAY ST,74970.00,265000.00,0.28290566,,,7,,,
220822,2022,08/07/2023,New Haven,124 COURT ST #11,123410.00,235000.00,0.5251,Residential,Condo,,,,POINT (-72.923128015 41.306048018)
221296,2022,06/22/2023,Waterbury,61 OAK ST,76983.00,410000.00,0.1877,Residential,Two Family,,,,POINT (-73.023786961 41.559644007)
213533,2021,07/01/2022,Southbury,76 FAWN RIDGE CT,307910.00,712000.00,0.4324,Residential,Single Family,,,,POINT (-73.244940961 41.498778985)
20249,2020,09/30/2021,Orange,387 TIMBERLANE DR,297700.00,550000.00,0.5412,Residential,Single Family,,,,
20135,2020,01/21/2021,Plainfield,30-32 GREENE AVE,98580.00,200000.00,0.4929,Residential,Two Family,,,,
11877,2001,09/13/2002,Norwalk,6 COBBLERS LN,131250.00,331500.00,0.395927602,,,,,,
20293,2020,06/07/2021,Plainfield,404 PLAINFIELD PIKE RD,193560.00,360000.00,0.5376,Residential,Single Family,,,,
10320,2001,05/07/2002,Vernon,213 12 REGAN RD,28560.00,50000.00,0.5712,,,,,,
220127,2022,02/06/2023,Avon,101 WILD WOOD DRIVE,482560.00,800000.00,0.6032,Residential,Single Family,,,,POINT (-72.898365023 41.796324016)
20492,2020,08/19/2021,Plainfield,22 FERNWOOD ST,142910.00,310000.00,0.461,Residential,Single Family,,,,
10207,2001,04/18/2002,Monroe,40 AUTUMN DR,168840.00,350000.00,0.4824,,,,,,
200377,2020,08/16/2021,Plainville,492 EAST ST B-36,41090.00,89900.00,0.457,Residential,Condo,,,,
10305,2001,06/17/2002,Watertown,CAROLA DR,57690.00,90000.00,0.641,,,,,,
11198,2001,08/01/2002,West Hartford,42 PINE BRK LN,190210.00,379900.00,0.500684391,,,,,,
202000106,2020,01/28/2021,Plymouth,325 MAIN ST,596470.00,833111.00,0.7159,Commercial,,,,,
202000141,2020,03/18/2021,Plymouth,99 EASTVIEW ROAD,34790.00,10000.00,3.479,Vacant Land,,,,,
11486,2001,07/18/2002,Norwalk,7 FIRESIDE CT,250600.00,534500.00,0.468849392,,,,,,
200179,2020,06/22/2021,Portland,724 GLASTONBURY TPKE,134750.00,220000.00,0.6125,Residential,Single Family,,100-0004,,
10693,2001,02/22/2002,Stratford,283 B AGAWAM DR,149180.00,0.00,0,,,1,,,
21070,2021,11/18/2021,Stafford,155 WALES RD,35140.00,34350.00,1.0229,Vacant Land,,,,,POINT (-72.252703856 42.016435568)
10929,2001,07/11/2002,New Britain,CEDARWOOD DR LT A,25960.00,40000.00,0.649,,,,,,
2016743,2020,07/19/2021,Redding,241 ETHAN ALLEN HIGHWAY,1769800.00,1800000.00,0.9832,Commercial,,,,,
20273,2020,01/11/2021,Ridgefield,12 CARPENTER CLOSE,89810.00,128300.00,0.7,Residential,Condo,,,,
10059,2001,09/04/2002,Warren,13 PARTRIDGE RD,173250.00,274900.00,0.630229174,,,7,,,
10128,2001,04/23/2002,Thompson,COLONIAL RD,2100.00,2100.00,1,,,17,,,
2101412,2021,05/02/2022,Stamford,11 BERTMOR DRIVE,389170.00,775000.00,0.5021,Residential,Single Family,,,,POINT (-73.533210034 41.097502998)
200207,2020,06/10/2021,Rocky Hill,402 THE MEWS,120890.00,234900.00,0.5146,Residential,Condo,,,,
200010,2020,10/22/2020,Rocky Hill,59 HIGHCREST DRIVE,128870.00,193000.00,0.6677,Residential,Condo,,,,
2102049,2021,07/28/2022,Stamford,91 STRAWBERRY HILL AVE #224,130350.00,145000.00,0.8989,Residential,Condo,,EXECUTOR'S DEED,,POINT (-73.532295988 41.063903007)
200002,2020,10/01/2020,Roxbury,20 CHURCH ST,439290.00,575000.00,0.763982609,Residential,Single Family,,,,
2102154,2021,08/12/2022,Stamford,49 HINCKLEY AVENUE,391700.00,740000.00,0.5293,Residential,Two Family,,,,POINT (-73.550913033 41.056668)
200568,2020,10/07/2020,Salem,81A SKYLINE DR.,46900.00,75000.00,0.6253,Vacant Land,,,,,
20200070,2020,04/08/2021,Sharon,101 MILLERTON RD,170200.00,287000.00,0.593,Residential,Single Family,,,,
20200107,2020,07/26/2021,Sharon,BARBERRY HILLS RD,106300.00,100000.00,1.063,Vacant Land,,,,,
10087,2001,01/23/2002,Winchester,936 MAIN ST,8000.00,8000.00,1,,,,,,
2100154,2021,10/19/2021,Stamford,99 OLD BARN ROAD WEST,292910.00,530000.00,0.5526,Residential,Single Family,,,,POINT (-73.555591979 41.071525007)
200759,2020,07/21/2021,Shelton,104 MAPLE AVE,144410.00,185000.00,0.7805,Residential,Single Family,,,,
200245,2020,01/06/2021,Shelton,172-176 CORAM AVE,310660.00,375000.00,0.8284,Commercial,,,,,
200374,2020,03/01/2021,Shelton,1103 RENAISSANCE,227500.00,525000.00,0.4333,Residential,Condo,,,,
20104,2020,08/24/2021,Sherman,6 BULLYMUCK RD,23600.00,41382.00,0.5702,Vacant Land,,,,,
200362,2020,05/24/2021,Simsbury,75 HILLTOP DRIVE,99660.00,180000.00,0.5536,Residential,Condo,,,,
200377,2020,05/28/2021,Simsbury,108 LIBRARY LANE,80010.00,130000.00,0.6154,Residential,Condo,,,,
220019,2022,10/18/2022,Windsor,324 KINGS LANDING,149450.00,350000.00,0.4270,Residential,Condo,,,,POINT (-72.673653994 41.821512013)
200002,2020,10/01/2020,Simsbury,24 BRETTONWOOD DRIVE,186610.00,252000.00,0.7405,Residential,Condo,,,,
200081,2020,11/09/2020,Simsbury,2C MILL PONDO LANE,270440.00,372000.00,0.7269,Residential,Condo,,PUD,,
200120,2020,12/03/2020,Simsbury,24 COBTAIL WAY,133940.00,160000.00,0.8371,Vacant Land,,,,,
10294,2001,04/01/2002,Windsor,11 TANGLEWOOD,64890.00,105000.00,0.618,,,,,,
20486,2020,06/15/2021,Southbury,808 A HERITAGE VILLAGE,92080.00,185000.00,0.4977,Residential,Condo,,,,
20588,2020,07/29/2021,Southbury,2005 PURCHASE BROOK RD,235950.00,510000.00,0.4626,Residential,Single Family,,,,
220900004,2022,09/06/2023,Woodbury,TUTTLE RD,56560.00,80000.00,0.7070,Vacant Land,,,,,POINT (-73.180912662 41.535985345)
20171,2020,11/30/2020,Southbury,259 BURR RD,74060.00,115000.00,0.644,Vacant Land,,,,,
220105,2022,11/14/2022,Hartford,67 CONGRESS AVE 067C,33773.00,125000.00,0.2702,Residential,Condo,,,,POINT (-72.676278033 41.753018997)
220644,2022,02/14/2023,Bridgeport,329 PEARL ST #331,168500.00,300000.00,0.5616,Residential,Three Family,,,,POINT (-73.177579964 41.195217004)
220060,2022,01/03/2023,East Windsor,108 RYE ST,108620.00,200000.00,0.5431,Residential,Single Family,01 - Family,,,POINT (-72.556613038 41.900422979)
220031,2022,10/21/2022,Avon,38 LORD DAVIS LANE,462850.00,860000.00,0.5381,Residential,Single Family,,,,POINT (-72.82564799 41.792693982)
220879,2022,08/21/2023,Hartford,45-51 WILLARD ST UNIT 3EL,14222.00,69900.00,0.2034,Residential,Condo,,,,POINT (-72.695043018 41.772539989)
220040,2022,11/01/2022,New Canaan,PASTURES LA,675150.00,1450000.00,0.4656,Vacant Land,,,MAP/BLOCK/LOT = 44 109 246,,POINT (-73.465820715 41.156479755)
2200166,2022,01/27/2023,New Milford,28 BIRCHWOOD DR,168140.00,400000.00,0.4204,Residential,Single Family,,SALES RATIO,,POINT (-73.412279037 41.59633298)
221641,2022,02/07/2023,Manchester,34J GARDEN DRIVE & 14A GARDEN,79800.00,165000.00,0.4836,Residential,Condo,25 - Other,SALES PRICE INCLUDES TWO PARCELS,,POINT (-72.522214964 41.768185004)
22211,2022,04/28/2023,Montville,41 CAROL DR,206410.00,355000.00,0.5814,Residential,Single Family,,,,POINT (-72.147517992 41.452868996)
220025,2022,10/11/2022,Meriden,16 NO SPRING ST,113120.00,210000.00,0.5386,Residential,Single Family,,,,POINT (-72.808251014 41.543141003)
220082,2022,12/12/2022,Madison,24A WILSHIRE RD,233100.00,210000.00,1.1100,Residential,Condo,08 - Part Interest,sale of 1/2 interest,,POINT (-72.581078975 41.280806)
22138,2022,09/18/2023,Beacon Falls,104 FIELDSTONE LANE,0.00,616335.00,0.0000,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION,,POINT (-73.038394587 41.426291767)
2222100,2022,02/21/2023,Ansonia,124 TREMONT ST,120960.00,105000.00,1.1520,Residential,Single Family,26 - Rehabilitation Deferred,SOLD OUT OF FCL WITHOUT REPAIRING,,POINT (-73.074479035 41.342346017)
220249,2022,01/17/2023,Greenwich,110 SHEEPHILL ROAD,509600.00,700000.00,0.7280,Residential,Single Family,,,,POINT (-73.58336399 41.049459982)
220252,2022,07/03/2023,Madison,258 OPENING HILL RD,236000.00,635000.00,0.3716,Residential,Single Family,,,,POINT (-72.632091992 41.320242016)
2200060,2022,11/14/2022,New Milford,36 MIST HILL DR,198190.00,455000.00,0.4356,Residential,Single Family,,SALES RATIO,,POINT (-73.435065995 41.504396997)
220156,2022,08/18/2023,North Branford,15 CONIFER DR,184000.00,457000.00,0.4026,Residential,Single Family,,,,POINT (-72.75963372 41.284453859)
220211,2022,01/18/2023,Litchfield,104 MEADOW ST,137910.00,513000.00,0.2688,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,POINT (-73.191140039 41.743092016)
220147,2022,05/02/2023,Colchester,30 VICKI LN,139800.00,265000.00,0.5275,Residential,Single Family,,CONDO,,POINT (-72.341351012 41.582668005)
220127,2022,05/08/2023,Coventry,10 MARK DR,150900.00,310000.00,0.4867,Residential,Single Family,,,,POINT (-72.386269966 41.798926011)
2200461,2022,06/26/2023,East Hartford,7 STRAWBERRY LN,181350.00,360000.00,0.5037,Residential,Condo,,,,POINT (-72.603793197 41.764480413)
22079,2022,08/14/2023,Columbia,6 STRICKLAND ROAD,142100.00,355000.00,0.4002,Residential,Single Family,,,,POINT (-72.300806992 41.72348599)
220748,2022,06/06/2023,Milford,49 AUDUBON CLOSE,259460.00,455000.00,0.5702,Residential,Condo,,,,POINT (-73.086763701 41.218971024)
2200337,2022,05/08/2023,Naugatuck,181 GORMAN ST,193270.00,290000.00,0.6664,Residential,Single Family,,,,POINT (-73.057543986 41.479456016)
220115,2022,02/06/2023,Killingly,491 WESTCOTT RD,105980.00,150000.00,0.7065,Residential,Single Family,,,,POINT (-71.852001004 41.798666004)
220473,2022,01/30/2023,Fairfield,13 BOND STREET,272370.00,390000.00,0.6983,Residential,Single Family,,,,POINT (-73.240941033 41.20279898)
220287,2022,08/21/2023,Griswold,29 TRACY AVE,175140.00,407500.00,0.4297,Apartments,,,MULTI-FAM APTS,,POINT (-71.982067019 41.607687986)
220559,2022,05/08/2023,Hamden,900 SHERMAN AVE,248640.00,10000.00,24.8640,Vacant Land,,25 - Other,LOW SALES PRICE; MULTIPLE DEEDS,,POINT (-72.915693688 41.400127449)
220891,2022,08/29/2023,New Haven,646 WOODWARD AV,183750.00,340000.00,0.5404,Residential,Single Family,,,,POINT (-72.895753976 41.286430006)
220455,2022,03/30/2023,Meriden,50 SUNBRIGHT DR NO,118580.00,125000.00,0.9486,Residential,Single Family,09 - Tax,TAX SALE BY TOWN,,POINT (-72.772019986 41.536752987)
220679,2022,02/17/2023,Bridgeport,518 NOBLE AVE #520,158385.00,415000.00,0.3816,Residential,Three Family,,,,POINT (-73.184111981 41.188650998)
2200031,2022,10/28/2022,East Haven,65 RUSSO AVE #A5,95130.00,158100.00,0.6017,Residential,Condo,,,,POINT (-72.858776037 41.315438012)
222323,2022,08/21/2023,Bridgeport,2660 NORTH AVE UNIT 240,96190.00,260000.00,0.3699,Residential,Condo,,,,POINT (-73.22075498 41.177351983)
22000028,2022,07/25/2023,Hampton,981 PUDDING HILL RD,126540.00,340000.00,0.3721,Residential,Single Family,,,,POINT (-72.058875008 41.764582001)
220087,2022,06/21/2023,Easton,15 ORCHARD LANE,286300.00,801000.00,0.3574,Residential,Single Family,,,,POINT (-73.301222005 41.260810006)
220199,2022,07/20/2023,Colchester,28 COLBURN DR,56500.00,76000.00,0.7434,Vacant Land,,,,,POINT (-72.270165017 41.543433993)
2200341,2022,05/11/2023,Naugatuck,80 NORTH HOADLEY ST,171570.00,294900.00,0.5817,Residential,Single Family,,,,POINT (-73.065332031 41.496816991)
220006,2022,10/10/2022,Bloomfield,5 STILLMAN RD,159950.00,340000.00,0.4704,Residential,Single Family,,,,POINT (-72.729759017 41.810437004)
220585,2022,06/27/2023,Branford,27 BRAINERD RD UNIT B,184700.00,390000.00,0.4735,Residential,Single Family,,DUPLEX,,POINT (-72.843331039 41.277166997)
220910,2022,09/05/2023,New Haven,29 ASSUMPTION ST,144270.00,240000.00,0.6011,Residential,Single Family,,,,POINT (-72.870724021 41.328406996)
220009,2022,10/11/2022,Colchester,43 CATO CORNER RD,215500.00,322900.00,0.6673,Residential,Single Family,,,,POINT (-72.381113 41.559651006)
22015,2022,10/24/2022,Columbia,28 CHESBRO BRIDGE ROAD,304080.00,810000.00,0.3754,Residential,Single Family,,ALSO LAND SALE CHESBRO BRIDGE ROAD,,POINT (-72.296247991 41.663843008)
220036,2022,04/18/2023,Bethlehem,11 MAIN ST S,317500.00,620000.00,0.5120,Residential,Single Family,,,,POINT (-73.208120015 41.638616999)
220527,2022,03/06/2023,Fairfield,240 SUNNYRIDGE AVE  UNIT 77,159320.00,301000.00,0.5293,Residential,Condo,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.238502989 41.167896987)
222124,2022,07/05/2023,Bridgeport,173 BENNETT ST,138730.00,370000.00,0.3749,Residential,Single Family,,,,POINT (-73.230219992 41.158150007)
2200390,2022,05/22/2023,East Hartford,45 BRIARWOOD LN,207650.00,275000.00,0.7550,Residential,Single Family,25 - Other,ESTATE,,POINT (-72.603677005 41.761817984)
221968,2022,07/27/2023,Manchester,935 MAIN STREET UNIT D2,110400.00,162000.00,0.6814,Commercial,,,,,POINT (-72.520127032 41.769394009)
220004,2022,10/12/2022,Hebron,80 WELLSWOOD RD UNIT 8,81900.00,150000.00,0.5460,Residential,Condo,,,,POINT (-72.345104009 41.661088002)
221033,2022,09/01/2023,Milford,25 AUGUSTA DR,441870.00,768000.00,0.5753,Residential,Single Family,,,,POINT (-73.078565967 41.270284993)
220553,2022,03/21/2023,Fairfield,1319 STILLSON ROAD,600880.00,1365000.00,0.4402,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.26396302 41.173066986)
220270,2022,03/02/2023,Enfield,4 HOWARD ST,141400.00,269900.00,0.5238,Residential,Single Family,,,,POINT (-72.567002993 41.967453981)
221932,2022,05/25/2023,Bridgeport,22 EVERGREEN ST,167640.00,440000.00,0.3810,Residential,Three Family,,,,POINT (-73.192882972 41.195695988)
220278,2022,01/24/2023,New Haven,132 DERBY AV,191800.00,278000.00,0.6899,Residential,Three Family,,,,POINT (-72.950664998 41.310376013)
220684,2022,06/16/2023,Hamden,75 SANTA FE AVE,388640.00,818500.00,0.4748,Residential,Single Family,,,,POINT (-72.90641802 41.362399008)
220054,2022,05/04/2023,Lisbon,78 RIMEK RD,124370.00,225000.00,0.5527,Residential,Single Family,,W0177700,,POINT (-72.023149995 41.560590994)
22134,2022,02/23/2023,North Haven,6 LIBERTY TERR,203380.00,260000.00,0.7822,Residential,Single Family,26 - Rehabilitation Deferred,,,POINT (-72.877842017 41.392408987)
22312,2022,06/21/2023,Darien,16 PLYMOUTH ROAD,1595160.00,3195000.00,0.4992,Residential,Single Family,,,,POINT (-73.487627988 41.046431014)
220900,2022,08/16/2023,Hamden,34 SQUIRE LA,207130.00,490000.00,0.4227,Residential,Single Family,,,,POINT (-72.882042021 41.445087991)
220297,2022,09/22/2023,Brookfield,69 OBTUSE ROAD SOUTH,84040.00,140000.00,0.6002,Vacant Land,,,,,POINT (-73.361423483 41.466106954)
220345,2022,03/10/2023,Greenwich,9 ROBIN PLACE,1471470.00,2585000.00,0.5692,Residential,Single Family,,,,POINT (-73.571617004 41.056319983)
22100,2022,06/08/2023,Burlington,451 SPIELMAN HWY,143570.00,330000.00,0.4351,Residential,Single Family,,,GOOD SALE PER MLS,POINT (-72.996270011 41.776912996)
220244,2022,07/13/2023,Ledyard,10 HERMITAGE DR,201530.00,460000.00,0.4381,Residential,Single Family,,,,POINT (-72.065898037 41.417726987)
2200398,2022,06/27/2023,Naugatuck,6 PINEWOOD CROSSING SOUTH,282590.00,525000.00,0.5382,Residential,Single Family,,,,POINT (-73.013875025 41.499909997)
220506,2022,04/21/2023,Branford,ANCHOR REEF CLUB 17E,137000.00,275000.00,0.4981,Residential,Condo,,,,POINT (-72.773544965 41.265420919)
220071,2022,01/24/2023,East Windsor,72 ROCKVILLE RD,140890.00,285000.00,0.4943,Residential,Single Family,,,,POINT (-72.530435013 41.881895998)
22161,2022,03/24/2023,North Haven,45 BLEECKER CIR,257180.00,489900.00,0.5250,Residential,Condo,07 - Change in Property,NOT COMPLETE ON 10/01/22,,POINT (-72.8608944 41.388683)
220002,2022,10/06/2022,Lyme,12 HONEY HILL RD,161800.00,425000.00,0.3807,Residential,Single Family,,,,POINT (-72.388018012 41.423377982)
220421,2022,01/30/2023,Branford,BUCKLEY RD,127600.00,27321.00,4.6704,Vacant Land,,03 - Inter Corporation,"2 PARCELS IN ONE DEED/ 16 BUCKLEY RD =$72,600",,POINT (-72.801498971 41.270445556)
22250,2022,09/12/2023,Monroe,60 OLD COLONY RD,296900.00,636000.00,0.4668,Residential,Single Family,,,,POINT (-73.246332022 41.320442008)
220091,2022,11/01/2022,Milford,118 GULF ST #15,207680.00,350000.00,0.5933,Residential,Condo,,,,POINT (-73.048577026 41.223406015)
22113,2022,06/29/2023,Burlington,48 HUNTERS CROSSING,334950.00,750000.00,0.4466,Residential,Single Family,,,,POINT (-72.94037202 41.790226014)
